시도,시군구,어린이집유형,어린이집명,전화번호,주소,latitude,longitude
대구광역시,동구,직장,신용보증기금어린이집,053-430-4570,대구광역시 동구 첨단로 7 (신서동),35.8819672,128.7312986
대구광역시,동구,직장,한국가스공사 늘푸른어린이집,053-964-1312,대구광역시 동구 동내로20길 34 (동내동),35.89033,128.62034500000001
대구광역시,동구,직장,한국부동산원 한누리어린이집,053-663-8123,대구광역시 동구 이노밸리로 291 한국부동산원 1층(신서동),35.890429999999995,128.62044500000002
대구광역시,동구,국공립,동문어린이집,053-958-0156,대구광역시 동구 아양로40길 30 (효목동),35.8845285,128.6356473
대구광역시,동구,민간,병아리어린이집,053-958-8584,대구광역시 동구 화랑로41길 2 (효목동),35.8804331,128.6467028
대구광역시,동구,민간,세원어린이집,053-951-7447,대구광역시 동구 효목로17길 50 (효목동),35.8814624,128.641172
대구광역시,동구,민간,한솔어린이집,053-956-6273,대구광역시 동구 아양로46길 100 (효목동),35.8851708,128.6386174
대구광역시,동구,국공립,푸르지오로이어린이집,053-755-1230,"대구광역시 동구 효목로5길 55 105동(효목동,동대구푸르지오브리센트아파트)",35.89093,128.620945
대구광역시,동구,국공립,행복한비스타어린이집,053-219-1114,"대구광역시 동구 화랑로25길 60 (효목동, 동대구2차비스타동원)",35.8770063,128.6409011
대구광역시,동구,국공립,효목2동어린이집,053-746-5558,대구광역시 동구 화랑로25길 45 효목2동행정복지센터 1층 (효목동),35.89113,128.621145
대구광역시,동구,민간,딩동댕어린이집,053-754-1231,대구광역시 동구 효목로1길 85 (효목동),35.8759792,128.6379999
대구광역시,동구,민간,메트로페찌어린이집,053-759-0808,"대구광역시 동구 동북로 500 관리동 (효목동,태왕메트로시티)",35.891329999999996,128.62134500000002
대구광역시,동구,민간,효목어린이집,053-743-1911,대구광역시 동구 효목로13길 23 (효목동),35.87972,128.640523
대구광역시,동구,가정,민들레 어린이집,053-741-6585,"대구광역시 동구 동북로 500 109동 107호(효목동, 태왕메트로시티)",35.891529999999996,128.62154500000003
대구광역시,서구,국공립,구립 분도어린이집,053-558-2645,대구광역시 서구 달구벌대로365길 3 (서구종합사회복지관내) (내당동),35.8622067,128.5638787
대구광역시,서구,국공립,구립 아이편한숲어린이집,053-554-0964,대구광역시 서구 달구벌대로361길 41,35.8605637,128.5620797
대구광역시,서구,민간,유라어린이집,053-562-4279,대구광역시 서구 서대구로6길 31-2 (내당동),35.8611383,128.5603303
대구광역시,서구,가정,해오름어린이집,053-556-7098,대구광역시 서구 통학로7길 19 (내당동),35.8633732,128.5625192
대구광역시,서구,직장,대구서부경찰서어린이집,053-565-3312,대구광역시 서구 통학로 33,35.8810332,128.5631696
대구광역시,서구,국공립,구립 위즈키즈어린이집,053-522-7953,대구광역시 서구 달서로5길 29,35.8642332,128.5699382
대구광역시,서구,사회복지법인,내당어린이집,053-558-3425,대구광역시 서구 달서로5길 11-10 (내당동),35.8642332,128.5699382
대구광역시,서구,민간,다인어린이집,053-523-0079,대구광역시 서구 달서로7길 9 (내당동),35.892329999999994,128.62234500000002
대구광역시,서구,민간,동아어린이집,053-571-3431,대구광역시 서구 큰장로9길 9 (내당동),35.8657738,128.5718791
대구광역시,서구,법인.단체등,기쁨어린이집,053-554-3511,대구광역시 서구 서대구로5길 63 (내당동),35.8593819,128.5493781
대구광역시,서구,민간,경운어린이집,053-557-7955,대구광역시 서구 평리로50길 7 (내당동),35.8606848,128.5507763
대구광역시,서구,가정,트리니티어린이집,053-555-1855,대구광역시 서구 서대구로3길 69 (내당동),35.8575785,128.5501001
대구광역시,서구,국공립,비산어린이집,053-565-6345,대구광역시 서구 북비산로59길 15-6 (비산동),35.8814262,128.5654003
대구광역시,서구,민간,늘푸른어린이집,053-559-0580,대구광역시 서구 달서로43길 22 (비산동),35.8817212,128.5705221
대구광역시,서구,민간,행복한사과나무어린이집,053-566-9023,대구광역시 서구 북비산로65길 47-1 (비산동),35.8830094,128.5691643
대구광역시,서구,사회복지법인,초롱어린이집,053-551-0020,대구광역시 서구 국채보상로83길 39-7 (비산동),35.8736574,128.5754834
대구광역시,서구,민간,아이성어린이집,053-563-7922,대구광역시 서구 국채보상로83길 49 (비산동),35.8736574,128.5754834
대구광역시,서구,국공립,비산4동어린이집,053-572-4451,대구광역시 서구 달서로18길 22 (비산동),35.8702542,128.5740682
대구광역시,서구,가정,꼬마대통령어린이집,053-523-0425,"대구광역시 서구 달서로17길 17 101동 105호(비산동, 한신휴플러스)",35.893429999999995,128.623445
대구광역시,서구,국공립,구립 인지어린이집,053-351-1259,대구광역시 서구 서대구로68길 12 (비산동),35.8882551,128.5668719
대구광역시,서구,민간,리라어린이집,053-351-6459,대구광역시 서구 서대구로68길 58-8 (비산동),35.8882551,128.5668719
대구광역시,서구,민간,푸른연세어린이집,053-555-0761,대구광역시 서구 문화로 321-1 (평리동),35.8760127,128.5600531
대구광역시,서구,국공립,별하늘어린이집,053-357-2405,대구광역시 서구 염색공단로9길 5-8 (비산동),35.8866819,128.5533385
대구광역시,서구,민간,행복이가득한어린이집,053-341-7179,대구광역시 서구 달서천로53길 18 (비산동),35.8877098,128.5617488
대구광역시,서구,국공립,구립 온누리어린이집,053-571-5557,대구광역시 서구 당산로47길 114 (중리동),35.8569841,128.5436812
대구광역시,서구,국공립,구립 중리캐슬어린이집,053-525-8253,대구광역시 서구 국채보상로34길 12 중리롯데캐슬 120동(중리동),35.89413,128.624145
대구광역시,서구,국공립,서대구어린이집,053-561-9059,대구광역시 서구 평리로35길 10 (중리동),35.8608433,128.5435817
대구광역시,서구,법인.단체등,근로복지공단대구어린이집,053-563-5172,대구광역시 서구 서대구로17길 28 (중리동),35.865075,128.5537434
대구광역시,서구,민간,더플로우어린이집,053-522-2280,대구광역시 서구 서대구로15길 32-14 (중리동),35.8637772,128.5545321
대구광역시,서구,민간,영재어린이집,053-557-0752,대구광역시 서구 평리로 146 (중리동),35.8662298,128.5632233
대구광역시,서구,가정,영재앙팡어린이집,053-525-0752,대구광역시 서구 평리로 166 (중리동),35.8667116,128.5648622
대구광역시,서구,가정,캐슬어린이집,053-522-1114,"대구광역시 서구 국채보상로34길 12 105동 102호(중리동, 중리롯데캐슬아파트)",35.894729999999996,128.62474500000002
대구광역시,서구,가정,튼튼아이어린이집,053-286-7979,"대구광역시 서구 국채보상로34길 12 118동 104호(중리동, 중리롯데캐슬아파트)",35.89483,128.62484500000002
대구광역시,서구,직장,대구의료원어린이집,053-552-3923,대구광역시 서구 평리로33길 13 (중리동),35.8601053,128.540905
대구광역시,서구,국공립,구립 서대구자이어린이집,053-352-3244,대구광역시 서구 고성로 33,35.8823123,128.5779942
대구광역시,서구,국공립,구립 성산어린이집,053-354-8310,대구광역시 서구 원대동3가 옥산로6길 9 (원대동3가),35.8861745,128.578399
대구광역시,서구,민간,자연아이숲어린이집,053-341-7877,대구광역시 서구 달서로56길 20 (원대동3가),35.8862683,128.5757576
대구광역시,서구,국공립,구립 궁전어린이집,053-558-6140,대구광역시 서구 국채보상로61길 24 (평리동),35.8738792,128.5645065
대구광역시,서구,국공립,구립 윤성어린이집,053-568-3464,대구광역시 서구 국채보상로60길 14,35.8700708,128.5640071
대구광역시,서구,사회복지법인,들마을어린이집,053-523-4500,대구광역시 서구 국채보상로60길 48-1 (평리동),35.8700708,128.5640071
대구광역시,서구,가정,사랑송송어린이집,053-959-4417,"대구광역시 서구 국채보상로 316 101동 108호 (평리동, 평리롯데캐슬)",35.89563,128.62564500000002
대구광역시,서구,국공립,구립 반도유보라어린이집,053-524-7979,대구광역시 서구 문화로 230,35.8760127,128.5600531
대구광역시,서구,민간,꿈동산어린이집,053-559-7304,대구광역시 서구 통학로31길 10 (평리동),35.8737076,128.5622899
대구광역시,서구,민간,민들레어린이집,053-551-9357,대구광역시 서구 서대구로42길 15 (평리동),35.8770378,128.5579544
대구광역시,서구,민간,창의나라어린이집,053-525-7922,대구광역시 서구 문화로51길 9 (평리동),35.8764056,128.5607528
대구광역시,서구,국공립,구립 아이꿈어린이집,053-561-4529,대구광역시 서구 평리로55길 24 (평리동),35.866308,128.5535355
대구광역시,서구,민간,글나라어린이집,053-559-0111,대구광역시 서구 국채보상로46길 31-27 (평리동),35.8662377,128.5574853
대구광역시,서구,민간,라온어린이집,053-558-4000,대구광역시 서구 국채보상로46길 49-11 (평리동),35.8662377,128.5574853
대구광역시,서구,민간,라임나무어린이집,053-565-7977,대구광역시 서구 통학로23길 10-1 (평리동),35.8707687,128.5614307
대구광역시,서구,민간,애림어린이집-영아,053-564-9996,대구광역시 서구 국채보상로46길 37-11 (평리동),35.8662377,128.5574853
대구광역시,서구,민간,푸르지오2어린이집,053-551-4556,대구광역시 서구 국채보상로50길 20 푸르지오2단지 관리동,35.896629999999995,128.62664500000002
대구광역시,서구,민간,푸르지오어린이집,053-553-4556,대구광역시 서구 국채보상로50길 20 1단지 관리동,35.89673,128.626745
대구광역시,서구,가정,세인어린이집,053-527-5607,대구광역시 서구 국채보상로50길 20 평리푸르지오 104동 101호,35.896829999999994,128.626845
대구광역시,서구,가정,이레어린이집,053-525-7676,"대구광역시 서구 국채보상로50길 20 (203동103호,평리푸르지오)",35.8701963,128.5581613
대구광역시,서구,국공립,구립 달빛어린이집,053-281-8400,"대구광역시 서구 서대구로29길 30 721동 (평리동, 서대구역화성파크드림)",35.897029999999994,128.627045
대구광역시,서구,국공립,구립 서한이다음어린이집,053-216-1004,대구광역시 서구 국채보상로37길 38,35.8702863,128.5511183
대구광역시,서구,국공립,구립 화성파크드림어린이집,053-567-0505,대구광역시 서구 서대구로29길 30,35.87062,128.5512472
대구광역시,서구,국공립,구립센텀화성파크드림어린이집,053-522-3222,"대구광역시 서구 문화로 150 (평리동,서대구역센텀화성파크드림)",35.8734697,128.5348305
대구광역시,서구,민간,시온어린이집,053-568-0116,대구광역시 서구 국채보상로37길 38 서대구역서한이다음더퍼스트 2단지내,35.89743,128.62744500000002
대구광역시,서구,국공립,구립 영무예다음어린이집,053-564-5768,대구광역시 서구 당산로 446,35.8562004,128.5484536
대구광역시,서구,사회복지법인,신애어린이집,053-567-2595,대구광역시 서구 북비산로33길 9-2 (평리동),35.8805444,128.5511307
대구광역시,남구,사회복지법인,화랑어린이집,053-627-1633,대구광역시 남구 두류공원로13길 27-5,35.8426653,128.5690844
대구광역시,남구,국공립,백설어린이집,053-625-2437,대구광역시 남구 대명남로 10-2,35.8356658,128.5744291
대구광역시,남구,사회복지법인,박애어린이집,053-656-0347,대구광역시 남구 대명서2길 45 (대명동),35.8317661,128.5618535
대구광역시,남구,사회복지법인,남도어린이집,053-653-0906,대구광역시 남구 장전3길 132 (대명동),35.8418631,128.575105
대구광역시,남구,민간,무궁화어린이집,053-626-1144,대구광역시 남구 장전1길 221 (대명동),35.8423616,128.5738844
대구광역시,남구,민간,병아리어린이집,053-653-2293,대구광역시 남구 현충로25길 42-9 (대명동),35.8445545,128.5766799
대구광역시,남구,국공립,뉴센트원어린이집,053-475-0066,대구광역시 남구 중앙대로 187 1층 교대역하늘채뉴센트원,35.898329999999994,128.62834500000002
대구광역시,남구,사회복지법인,경북어린이집,053-473-6796,대구광역시 남구 중앙대로40길 10-1,35.8500672,128.592791
대구광역시,남구,사회복지법인,유리어린이집,053-475-7733,대구광역시 남구 중앙대로38길 17 남구종합사회복지관 3층 (대명동),35.898529999999994,128.628545
대구광역시,남구,가정,킨더어린이집,053-621-1885,대구광역시 남구 이천로19길 81 교대역동서프라임36.5 104동101호,35.89863,128.628645
대구광역시,남구,사회복지법인,양지어린이집,053-626-6260,대구광역시 남구 삼각지6길 16 (대명동),35.8513313,128.5825327
대구광역시,남구,국공립,뉴다솔어린이집,053-653-2555,대구광역시 남구 성당로34길 36,35.8474701,128.5708657
대구광역시,남구,법인.단체등,가톨릭소화어린이집,053-656-0561,대구광역시 남구 현충로39길 74 (대명동),35.8503209,128.578634
대구광역시,남구,민간,소망어린이집,053-652-1144,대구광역시 남구 두류공원로20길 61 (대명동),35.846391,128.5706259
대구광역시,남구,가정,무지개어린이집,053-651-1388,대구광역시 남구 대경6길 9-54 (대명동),35.8472214,128.5753926
대구광역시,남구,직장,아마레어린이집,053-656-9025,대구광역시 남구 두류공원로17길 33 (대명동),35.8447455,128.5679225
대구광역시,남구,국공립,힐스테이트대명센트럴어린이집,053-657-0353,"대구광역시 남구 대명로 256 (대명동, 힐스테이트 대명센트럴)",35.8387028,128.5606358
대구광역시,남구,사회복지법인,보물섬어린이집,053-624-4346,대구광역시 남구 대명로49길 9-5,35.844747,128.5824435
대구광역시,남구,직장,대구남부경찰서어린이집,053-651-2221,대구광역시 남구 대명로 249 대구남부경찰서,35.8429297,128.5835917
대구광역시,남구,직장,영남이공대학교어린이집,053-650-9760,대구광역시 남구 현충로 170 영남이공대학교 인애관1층,35.899629999999995,128.629645
대구광역시,남구,국공립,비타민어린이집,053-656-0011,대구광역시 남구 안지랑로 73 리슈빌앤리마크아파트 1단지 102/1층 내,35.89973,128.629745
대구광역시,남구,국공립,센트럴별하어린이집,053-657-2951,대구광역시 남구 대명로14길 60 대명역센트럴엘리프,35.899829999999994,128.62984500000002
대구광역시,남구,사회복지법인,대명어린이집,053-625-1331,대구광역시 남구 대명역1길 53 (대명동),35.8385929,128.5663117
대구광역시,남구,민간,노벨어린이집,053-654-6110,대구광역시 남구 대명로14길 29 (대명동),35.8360138,128.5647897
대구광역시,남구,법인.단체등,요한바오로2세어린이집,053-627-4006,대구광역시 남구 현충로 2 (대명동),35.8549089,128.5830708
대구광역시,남구,민간,꿈어린이집,053-622-6966,대구광역시 남구 대명남로 164-2,35.8313206,128.5573811
대구광역시,남구,협동,하늘꿈어린이집,053-651-5996,대구광역시 남구 큰골7길 23-9 (대명동),35.8350905,128.5833702
대구광역시,남구,국공립,봉덕어린이집,053-473-2209,대구광역시 남구 봉덕로5길 20 (봉덕동),35.8461956,128.5933294
대구광역시,남구,국공립,봉명어린이집,053-474-5510,대구광역시 남구 봉덕로19길 29-1,35.8467909,128.5988494
대구광역시,남구,국공립,예다음어린이집,053-247-3357,대구광역시 남구 대봉로 12 앞산봉덕영무예다음 107동 1층,35.90063,128.63064500000002
대구광역시,남구,국공립,우리아이어린이집,053-214-5500,"대구광역시 남구 신촌길 57 (봉덕동, 앞산비스타동원)",35.8382671,128.6004053
대구광역시,남구,국공립,초록빛어린이집,053-471-7001,대구광역시 남구 고산2길 60-9 (봉덕동),35.8332352,128.6024351
대구광역시,남구,국공립,화성파크어린이집,053-243-0365,대구광역시 남구 대봉로14길 30 봉덕화성파크드림 1차 203동 1층,35.900929999999995,128.63094500000003
대구광역시,남구,민간,꼬마또래어린이집,053-473-0495,대구광역시 남구 효동2길 16 (봉덕동),35.90103,128.631045
대구광역시,남구,국공립,으뜸아이어린이집,053-477-6866,대구광역시 남구 효서길 53 앞산태왕아너스 106동 1층,35.901129999999995,128.631145
대구광역시,남구,사회복지법인,새롬어린이집,053-473-1141,대구광역시 남구 이천로9길 48 (봉덕동),35.8442878,128.5962609
대구광역시,남구,사회복지법인,참좋은어린이집,053-474-0256,"대구광역시 남구 중앙대로 126 (봉덕동, 1층)",35.8427944,128.5904219
대구광역시,남구,국공립,더플로우어린이집,053-471-1007,대구광역시 남구 대봉로30길 40,35.8518149,128.6044829
대구광역시,남구,국공립,수정어린이집,053-471-8140,대구광역시 남구 명덕로68길 79 이천주공1단지,35.901529999999994,128.63154500000002
대구광역시,남구,국공립,푸르지오바움어린이집,053-262-7704,"대구광역시 남구 이천로19길 16 (이천동, 교대역푸르지오트레힐즈)",35.8511128,128.5951933
대구광역시,남구,사회복지법인,청동어린이집,053-473-3593,대구광역시 남구 이천로28길 42-33 (이천동 318-1),35.8546496,128.6002576
대구광역시,남구,사회복지법인,호동어린이집,053-471-8553,대구광역시 남구 희망로5길 19 (이천동),35.8483861,128.6007255
대구광역시,남구,민간,어울림어린이집,053-472-7727,"대구광역시 남구 대봉로30길 12 (이천동, 대봉교역금호어울림에듀리버)",35.8518149,128.6044829
대구광역시,남구,민간,이솝어린이집,053-473-2227,대구광역시 남구 희망로 31 (이천동),35.8474766,128.6057999
대구광역시,북구,국공립,디아너스오페라어린이집,053-357-9212,"대구광역시 북구 칠성남로 10 (고성동1가,태왕디아너스오페라)",35.876897,128.5974803
대구광역시,북구,국공립,스위첸어린이집,053-716-0007,"대구광역시 북구 칠성남로 70 (고성동1가, 대구오페라스위첸)",35.8799714,128.5841175
대구광역시,북구,국공립,오페라숲어린이집,053-341-2525,대구광역시 북구 고성북로 34 오페라트루엘 시민의숲 아파트 단지 내,35.90233,128.63234500000002
대구광역시,북구,국공립,해오름더블유어린이집,053-353-3777,"대구광역시 북구 칠성남로 50 (고성동, 대구역오페라더블유아파트)",35.8783757,128.5917403
대구광역시,북구,국공립,힐스테이트꿈드림어린이집,053-710-6086,"대구광역시 북구 칠성남로 30 (고성동1가, 힐스테이트대구역오페라)",35.8783757,128.5917403
대구광역시,북구,민간,아이별어린이집,053-356-5733,대구광역시 북구 고성로34길 63 (고성동2가),35.879908,128.5861824
대구광역시,북구,민간,오페라센텀어린이집,053-631-0520,대구광역시 북구 고성로37길 1 오페라 센텀파크 서한이다음아파트 관리동,35.90273,128.632745
대구광역시,북구,민간,하늘어린이집,053-351-1727,대구광역시 북구 고성로34길 90 (고성동1가),35.879908,128.5861824
대구광역시,북구,민간,흰돌어린이집,053-353-4922,대구광역시 북구 고성로 148-1,35.8816433,128.5823534
대구광역시,북구,국공립,금호누리어린이집,053-311-7557,대구광역시 북구 내곡로 90 서희스타힐스테이아파트 단지 내,35.903029999999994,128.633045
대구광역시,북구,국공립,금호천년나무어린이집,053-313-3467,대구광역시 북구 한강로 55 금호LH천년나무1단지 내,35.90313,128.633145
대구광역시,북구,국공립,금호청라어린이집,053-214-6800,대구광역시 북구 내곡로 69 금호LH 천년나무 5단지 내,35.90322999999999,128.63324500000002
대구광역시,북구,국공립,금호청솔어린이집,053-267-3547,대구광역시 북구 내곡로 15 금호LH천년나무8단지 내,35.90333,128.63334500000002
대구광역시,북구,국공립,스타힐스어린이집,053-325-8832,대구광역시 북구 내곡로 70 서희스타힐스아파트 단지 내,35.90342999999999,128.63344500000002
대구광역시,북구,국공립,이스턴팰리스어린이집,053-742-8801,"대구광역시 북구 매전로4길 31 (매천동,한신더휴이스턴팰리스)",35.9078347,128.5430114
대구광역시,북구,국공립,한신더휴 팰리스 어린이집,053-261-3131,"대구광역시 북구 매전로4길 32 (매천동,한신더휴 웨스턴팰리스)",35.9072958,128.5423307
대구광역시,북구,민간,e편한꿈꾸는어린이집,053-323-7271,"대구광역시 북구 내곡로 49 관리동(사수동,이편한세상대구금호)",35.903729999999996,128.633745
대구광역시,북구,민간,늘해랑어린이집,053-311-1104,"대구광역시 북구 한강로 17 관리동(사수동,금호서한이다음)",35.90383,128.633845
대구광역시,북구,민간,미소담어린이집,053-326-0579,대구광역시 북구 매전로4길 10-20,35.9080649,128.5425753
대구광역시,북구,민간,브라운스톤어린이집,053-313-0507,"대구광역시 북구 내곡로 89 (사수동,브라운스톤 강북)",35.9038134,128.5155872
대구광역시,북구,민간,수정어린이집,053-311-0822,대구광역시 북구 매천로2길 19 두산위브2001내,35.904129999999995,128.63414500000002
대구광역시,북구,가정,The사랑어린이집,053-312-4512,"대구광역시 북구 매전로4길 9 202동 101호(매천동, 대구매천휴먼시아2아파트)",35.90423,128.63424500000002
대구광역시,북구,민간,하늘정원어린이집,053-219-5610,대구광역시 북구 관음동로17길 13 (관음동),35.9401333,128.545274
대구광역시,북구,가정,은초롱어린이집,053-313-3545,"대구광역시 북구 구암로 17 214동 102호(관음동, 한양수정아파트)",35.90443,128.634445
대구광역시,북구,협동,딱지와구슬어린이집,053-321-8477,대구광역시 북구 관음동로13길 13-22 (읍내동),35.9385414,128.5457921
대구광역시,북구,사회복지법인,천마어린이집,053-321-1050,대구광역시 북구 학정로48길 39 (구암동),35.90463,128.634645
대구광역시,북구,민간,그린빌어린이집,053-325-4546,"대구광역시 북구 구암서로 41 (구암동,그린빌3차아파트 관리동)",35.9386827,128.5656396
대구광역시,북구,민간,미래어린이집,053-321-1948,대구광역시 북구 팔거천동로 52 미래타운내 (구암동),35.90483,128.634845
대구광역시,북구,민간,세윤어린이집,053-326-0053,대구광역시 북구 구암서로 22 주공그린빌4단지 내 (구암동),35.90492999999999,128.63494500000002
대구광역시,북구,민간,아이러브어린이집,053-321-8131,대구광역시 북구 구암로49길 10 내 (구암동),35.90503,128.63504500000002
대구광역시,북구,민간,아이세상어린이집,053-270-7677,대구광역시 북구 구암서로 7 부영3단지 내,35.90513,128.63514500000002
대구광역시,북구,민간,영재그린빌어린이집,053-324-8442,"대구광역시 북구 구암서로 70 (구암동,그린빌2차 관리동 내)",35.9386827,128.5656396
대구광역시,북구,가정,도담도담어린이집,053-325-3565,"대구광역시 북구 대천로 132 1층(구암동, 부영아파트5단지내 관리동)",35.90533,128.635345
대구광역시,북구,가정,도토리어린이집,053-324-7721,"대구광역시 북구 구암서로 70 204동 101호(구암동, 그린빌2차아파트)",35.905429999999996,128.635445
대구광역시,북구,가정,작은나무어린이집,053-322-7955,"대구광역시 북구 대천로 132 504동 101호(구암동, 부영아파트5단지)",35.90553,128.635545
대구광역시,북구,가정,하늘꿈어린이집,053-322-9483,"대구광역시 북구 구암로32길 14 103동 102호(구암동, 서한3차타운)",35.905629999999995,128.635645
대구광역시,북구,직장,대구강북경찰서어린이집,053-313-2031,대구광역시 북구 동암로 130 대구강북경찰서어린이집,35.90573,128.63574500000001
대구광역시,북구,국공립,느티나무어린이집,053-323-3578,대구광역시 북구 도남길 45-10 (국우동),35.9630393,128.5854102
대구광역시,북구,국공립,도남숲1단지어린이집,053-324-9900,대구광역시 북구 도남길 76 힐스테이트데시앙도남1단지 내,35.90593,128.63594500000002
대구광역시,북구,국공립,도남숲2단지어린이집,053-312-2500,대구광역시 북구 도남길 16 힐스테이트데시앙도남2단지 내,35.906029999999994,128.63604500000002
대구광역시,북구,국공립,도남숲3단지어린이집,053-312-5600,대구광역시 북구 도남중앙로7길 7 힐스테이트데시앙도남3단지 내,35.90613,128.636145
대구광역시,북구,국공립,도남숲4단지어린이집,053-312-2200,대구광역시 북구 도남중앙로8길 8 힐스테이트데시앙도남4단지 내,35.906229999999994,128.636245
대구광역시,북구,국공립,도남키즈어린이집,053-324-0624,대구광역시 북구 도남중앙로22길 10 도남키즈어린이집,35.90633,128.636345
대구광역시,북구,국공립,도남행복어린이집,053-312-3900,대구광역시 북구 도남길 96 (도남A1블록),35.9630393,128.5854102
대구광역시,북구,국공립,해바라기어린이집,053-326-7737,대구광역시 북구 학정동로 10 칠곡그린빌6단지 내,35.90653,128.636545
대구광역시,북구,사회복지법인,강북어린이집,053-313-1144,대구광역시 북구 동호안길 38 (동호동),35.90663,128.63664500000002
대구광역시,북구,사회복지법인,학남어린이집,053-325-2772,대구광역시 북구 주좌길 34 (학정동),35.9495722,128.5688992
대구광역시,북구,사회복지법인,해와달어린이집,053-325-0142,대구광역시 북구 도남길 57-1 해와달어린이집 (국우동),35.90683,128.63684500000002
대구광역시,북구,민간,반디어린이집,053-322-6969,대구광역시 북구 학정동로 84 (학정동),35.9477606,128.5673922
대구광역시,북구,민간,청아람어린이집,053-323-7179,대구광역시 북구 학정로110길 29 학정 청아람 아파트 단지내 (학정동),35.90703,128.637045
대구광역시,북구,가정,꼬마별어린이집,053-323-4958,"대구광역시 북구 학정동로 7 104동 104호(국우동, 부영아파트)",35.907129999999995,128.637145
대구광역시,북구,가정,시안어린이집,053-324-1919,대구광역시 북구 학정동로 7 부영1차 관리사무소 내,35.90723,128.637245
대구광역시,북구,직장,강철직장어린이집,053-313-6755,대구광역시 북구 구리로 183-28 강철직장어린이집,35.907329999999995,128.637345
대구광역시,북구,직장,칠곡경북대학교병원어린이집,053-312-9008,대구광역시 북구 호국로 807-3 칠곡경북대학교 병원 옆,35.90743,128.637445
대구광역시,북구,민간,북구청역푸르지오어린이집,053-285-9636,"대구광역시 북구 침산남로 30 102동(노원동1가, 북구청역푸르지오에듀포레)",35.907529999999994,128.63754500000002
대구광역시,북구,민간,행복꿈터어린이집,053-341-3415,대구광역시 북구 노원로10길 40 대구노원한신더휴아파트 단지내,35.90763,128.63764500000002
대구광역시,북구,사회복지법인,리라어린이집,053-956-3311,대구광역시 북구 대현로21길 52 (대현동),35.8850624,128.607622
대구광역시,북구,사회복지법인,혜성어린이집,053-954-6662,대구광역시 북구 신천동로148길 55 (대현동),35.8846728,128.6035645
대구광역시,북구,민간,대교어린이집,053-954-0033,대구광역시 북구 대현로15길 19 (대현동),35.8840864,128.6086347
대구광역시,북구,민간,대현휴먼시아어린이집,053-939-9987,대구광역시 북구 대현남로 25 대현휴먼시아아파트단지내 (대현동),35.90803,128.638045
대구광역시,북구,민간,무지개숲어린이집,053-939-1351,대구광역시 북구 대현남로6길 20,35.90813,128.638145
대구광역시,북구,민간,이편한세상어린이집,053-939-1775,대구광역시 북구 대현로10길 82 대현E-편한세상아파트 내 (대현동),35.908229999999996,128.638245
대구광역시,북구,가정,늘솔길어린이집,053-953-2717,대구광역시 북구 대현남로 28 105동 1층(대현뜨란채),35.90833,128.63834500000002
대구광역시,북구,민간,동화마을어린이집,053-324-0773,대구광역시 북구 동천로 156 동화골든빌내 (동천동),35.908429999999996,128.63844500000002
대구광역시,북구,민간,라율어린이집,053-325-7731,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",35.9368532,128.5595433
대구광역시,북구,민간,아라어린이집,053-326-2626,대구광역시 북구 동천로24길 12 아라어린이집 (동천동),35.908629999999995,128.63864500000003
대구광역시,북구,민간,아인슈타인 어린이집,053-322-6587,대구광역시 북구 동천로 5-13,35.9322663,128.5569379
대구광역시,북구,민간,예쁜딸기어린이집,053-321-1335,대구광역시 북구 동천로 155 동천동 칠곡네스빌 단지내,35.908829999999995,128.638845
대구광역시,북구,가정,꼬마랜드어린이집,053-323-0406,"대구광역시 북구 동천로 155 101동 109호(동천동, 칠곡네스빌1단지아파트)",35.90893,128.638945
대구광역시,북구,가정,네오빌튼튼어린이집,053-325-8070,대구광역시 북구 동천로 97 관리동,35.909029999999994,128.639045
대구광역시,북구,가정,동천어린이집,053-324-7679,"대구광역시 북구 동천로24길 12 208동 107호(동천동,부영e그린타운)",35.90913,128.639145
대구광역시,북구,가정,수진어린이집,053-262-1230,"대구광역시 북구 동천로 156 111동 105호(동천동, 동화골든빌아파트)",35.909229999999994,128.63924500000002
대구광역시,북구,가정,숲속몬테소리어린이집,053-268-4648,"대구광역시 북구 동천로24길 12 204동 107호(동천동, 부영e그린타운)",35.90933,128.63934500000002
대구광역시,북구,가정,아이보물섬어린이집,053-314-3720,대구광역시 북구 대천로 101 101동 109호 (동천동),35.90942999999999,128.63944500000002
대구광역시,북구,가정,해뜨는어린이집,053-326-9246,"대구광역시 북구 대천로 100 205동 102호(동천동, 화성센트럴파크아파트)",35.90953,128.639545
대구광역시,북구,국공립,로제비앙어린이집,053-986-1661,대구광역시 북구 동화천로 220,35.9430793,128.6245673
대구광역시,북구,국공립,북구어린이집,053-357-0095,대구광역시 북구 환성정길 17-2 (서변동),35.9246309,128.5933336
대구광역시,북구,국공립,아이위시드림어린이집,053-981-1004,"대구광역시 북구 동화천로 190 (연경동,연경동화아이위시아파트)",35.9430793,128.6245673
대구광역시,북구,국공립,연경숲어린이집,053-986-5800,"대구광역시 북구 연경중앙로 55 (연경동, 연경숲아파트)",35.9456786,128.6183095
대구광역시,북구,국공립,연경어린이집,053-986-8850,대구광역시 북구 동화천로 280 연경 LH 천년나무1단지 아파트 내,35.91003,128.64004500000001
