암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),설립구분코드,설립구분코드명,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,물리치료실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,정신과개방상급병상수,정신과개방일반병상수,격리병실병상수,무균치료실병상수
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,다정한의원,93,한의원,230000,대구,230007,대구달서구,도원동,42833,"대구광역시 달서구 한실로 97, 2층 (도원동)",053-633-8575,,2001-09-07 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.5373378,35.8069668,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,다정한치과의원,51,치과의원,230000,대구,230003,대구북구,태전동,41452,"대구광역시 북구 칠곡중앙대로 373, (태전동)",053-326-2822,,2000-12-12 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5474658,35.9291294,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,닥터굿재활의학과의원,31,의원,230000,대구,230006,대구중구,남일동,41937,"대구광역시 중구 국채보상로 582, (남일동, 미도빌딩)",053-210-1234,,2016-06-01 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5943173,35.8706778,12,개인,0,29,0,0,0,0,0,0,21,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,닥터권치과의원,51,치과의원,230000,대구,230005,대구수성구,수성동1가,42127,"대구광역시 수성구 수성로69길 41, 3층 (수성동1가, 수성롯데캐슬더퍼스트3단지)",053-746-1717,,2018-10-02 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.6115264,35.8555042,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,닥터김메디코스의원,31,의원,230000,대구,230006,대구중구,봉산동,41943,"대구광역시 중구 동성로1길 70, 3,4층 (봉산동)",053-423-7533,,2018-12-12 00:00:00,2,1,0,0,1,0,0,0,0,0,0,0,0,0,128.5969043,35.8653283,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,닥터드림재활의학과의원,31,의원,230000,대구,230005,대구수성구,두산동,42170,"대구광역시 수성구 청수로26길 36, 한성스퀘어 7층 701호 (두산동)",053-759-8275,http://www.doctorgood.or.kr,2010-03-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6220839,35.8380669,12,개인,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,닥터디자이너의원,31,의원,230000,대구,230006,대구중구,동성로3가,41942,"대구광역시 중구 동성로1길 15, 유니온스퀘어 5층 (동성로3가)",053-215-5511,http://www.toxnfill19.com,2015-05-28 00:00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,128.5946495,35.8670088,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,닥터디자이너의원,31,의원,230000,대구,230005,대구수성구,범어동,42099,"대구광역시 수성구 동대구로 278, BL-Medi Tower 5층 (범어동)",053-753-0659,,2021-10-21 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6259712,35.8551341,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,닥터디자이너의원,31,의원,230000,대구,230007,대구달서구,죽전동,42633,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 502, 505호 (죽전동)",053-721-7097,,2020-12-11 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5360949,35.8503551,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,닥터박치과의원,51,치과의원,230000,대구,230005,대구수성구,범어동,42015,"대구광역시 수성구 범어천로 186, 303호 (범어동, 범어메디스퀘어)",053-759-2875,,2016-03-07 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.6211637,35.8632515,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,닥터배이비인후과의원,31,의원,230000,대구,230003,대구북구,동천동,41423,"대구광역시 북구 동암로 90, C동 4층 405,406호 (동천동, 세븐밸리)",053-323-7582,,2009-03-09 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5602881,35.9441425,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,닥터베어풋신효상마취통증의학과의원,31,의원,230000,대구,230005,대구수성구,범어동,42087,"대구광역시 수성구 달구벌대로492길 29, 5층 (범어동)",053-522-8257,http://painshin.co.kr,2005-06-10 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6333961,35.8572234,12,개인,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,닥터손마취통증의학과의원,31,의원,230000,대구,230100,대구달성군,옥포읍,42974,"대구광역시 달성군 옥포읍 돌미상업로2길 1, 4층",053-614-8575,,2022-06-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.4423836,35.7823603,12,개인,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,닥터손치과보철과의원,51,치과의원,230000,대구,230005,대구수성구,범물동,42209,"대구광역시 수성구 지범로 200, 6층 601호 (범물동)",053-784-8020,,2024-02-26 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.6405792,35.8201781,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,닥터스마일치과교정과치과의원,51,치과의원,230000,대구,230006,대구중구,대봉동,41951,"대구광역시 중구 달구벌대로 2198, 2,3층 (대봉동)",053-253-0153,,2013-05-09 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.6034987,35.8626835,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,닥터스마일치과의원,51,치과의원,230000,대구,230004,대구서구,중리동,41838,"대구광역시 서구 평리로 245, 3층 (중리동)",053-526-2275,,2011-08-02 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5502181,35.8627836,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,닥터스영상의학과의원,31,의원,230000,대구,230006,대구중구,삼덕동2가,41940,"대구광역시 중구 동덕로 115, 2층 (삼덕동2가)",053-428-0100,,2014-09-29 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,0,128.6026694,35.8651739,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,닥터스피부과의원,31,의원,230000,대구,230005,대구수성구,수성동3가,42115,"대구광역시 수성구 달구벌대로 2360, 5층 (수성동3가)",053-710-1007,https://www.doctors365.co.kr,2024-08-29 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.6205286,35.8590733,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,닥터신이비인후과의원,31,의원,230000,대구,230007,대구달서구,대천동,42760,"대구광역시 달서구 진천로 117, 월배이타운 206~207호 (대천동)",053-633-2300,,2020-10-30 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5212413,35.8188922,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,닥터오성형외과의원,31,의원,230000,대구,230006,대구중구,공평동,41941,"대구광역시 중구 동성로2길 53, 3층 (공평동)",053-423-3695,http://www.drohps.com/,2009-06-08 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5965525,35.8682786,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,닥터조제통외과의원,31,의원,230000,대구,230006,대구중구,남산동,41967,"대구광역시 중구 중앙대로 359, 반월당메티칼오피스타워 11층 (남산동)",053-637-6379,,2017-12-26 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5927741,35.8650479,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,닥터존정형외과의원,31,의원,230000,대구,230007,대구달서구,월성동,42758,"대구광역시 달서구 조암로 5, 3층 (월성동)",053-644-2322,,2024-03-05 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.5292331,35.8254666,12,개인,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,닥터지니성형외과의원,31,의원,230000,대구,230006,대구중구,봉산동,41959,"대구광역시 중구 이천로 237, 제일에스타워 14층 (봉산동)",053-253-0401,,2024-03-11 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5990058,35.8622974,12,개인,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,닥터코코의원,31,의원,230000,대구,230006,대구중구,삼덕동2가,41940,"대구광역시 중구 달구벌대로 2167, 3층 (삼덕동2가)",053-427-9090,,2018-05-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.600538,35.8639969,12,개인,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,닥터튠즈의원,31,의원,230000,대구,230006,대구중구,덕산동,41943,"대구광역시 중구 달구벌대로 2105, 대구은행 반월당지점 5층,8층층 (덕산동)",053-426-0366,http://drtunesclinic.co.kr/,2018-07-05 00:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.5940671,35.8657687,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,닥터필의원,31,의원,230000,대구,230005,대구수성구,매호동,42268,"대구광역시 수성구 달구벌대로 3181, (매호동)",053-791-3113,,2005-01-03 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.7048561,35.8412432,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,닥터한정형외과의원,31,의원,230000,대구,230007,대구달서구,장기동,42687,"대구광역시 달서구 장기로 268, (장기동)",053-261-0119,,2015-02-23 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5308683,35.84386,12,개인,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,닥터해빗김미정소아청소년과의원,31,의원,230000,대구,230005,대구수성구,범어동,42087,"대구광역시 수성구 달구벌대로492길 29, 6층 (범어동)",053-759-3331,,2024-08-30 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6333961,35.8572234,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,단디플란트치과의원,51,치과의원,230000,대구,230007,대구달서구,상인동,42814,"대구광역시 달서구 월곡로 180, 3층 (상인동)",053-631-2804,,2025-05-09 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5451286,35.8122263,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,단비한의원,93,한의원,230000,대구,230003,대구북구,읍내동,41438,"대구광역시 북구 구암로 99-1, (읍내동)",053-325-8899,,2008-04-08 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.5516754,35.9324977,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,달구벌한의원,93,한의원,230000,대구,230007,대구달서구,이곡동,42696,"대구광역시 달서구 달구벌대로 1282, 3층 (이곡동)",053-584-1807,,1994-12-03 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.5076021,35.8512606,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,달서미즈맘병원,21,병원,230000,대구,230007,대구달서구,진천동,42771,"대구광역시 달서구 월배로 62, 미즈맘병원 지하1,2-5,8층 (진천동)",053-609-5000,,2002-02-21 00:00:00,5,1,0,0,4,0,0,0,0,0,0,0,0,0,128.5213554,35.8132898,12,개인,15,23,0,0,0,4,3,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,달서여성메디파크의원,31,의원,230000,대구,230007,대구달서구,용산동,42637,"대구광역시 달서구 용산로 139, 8층 (용산동)",053-667-7575,,2021-08-19 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5301219,35.8498935,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,달서연합의원,31,의원,230000,대구,230007,대구달서구,송현동,42818,"대구광역시 달서구 월배로 432, (송현동)",053-623-0475,,2001-08-11 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5530875,35.8322166,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,달서연합정형외과의원,31,의원,230000,대구,230007,대구달서구,감삼동,42642,"대구광역시 달서구 달구벌대로 1660, 1,5층 (감삼동)",053-566-6767,,2020-04-01 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5477,35.8537789,12,개인,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,달서참조은치과의원,51,치과의원,230000,대구,230007,대구달서구,대천동,42760,"대구광역시 달서구 진천로23길 70, (대천동)",053-643-2825,,2013-06-07 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5205357,35.8152645,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,달서치과의원,51,치과의원,230000,대구,230007,대구달서구,진천동,42784,"대구광역시 달서구 월배로 113, (진천동)",053-632-2667,,1991-05-01 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5268269,35.814964,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,달서한의원,93,한의원,230000,대구,230100,대구달성군,화원읍,42954,"대구광역시 달성군 화원읍 화원로7길 1, 2층",053-644-1203,,2015-11-09 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.4988802,35.8072133,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,달서함소아한의원,93,한의원,230000,대구,230007,대구달서구,상인동,42781,"대구광역시 달서구 월배로 201, 1층 (상인동)",053-551-1075,,2015-10-08 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.5354597,35.8185423,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,달성군가창면보건지소,72,보건지소,230000,대구,230100,대구달성군,가창면,42934,"대구광역시 달성군 가창면 가창로 1100, (가창면)",053-668-3444,,1987-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.6228183,35.8026898,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,달성군구지면고봉보건진료소,73,보건진료소,230000,대구,230100,대구달성군,구지면,43008,"대구광역시 달성군 구지면 구지동로 47-2, 47",053-614-8020,,1985-11-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4385525,35.6498252,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,달성군구지면대암보건진료소,73,보건진료소,230000,대구,230100,대구달성군,구지면,43011,"대구광역시 달성군 구지면 과학남로53길 5-3, (구지면)",053-668-3149,,1984-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.399076898,35.6253299241,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,달성군구지면보건지소,72,보건지소,230000,대구,230100,대구달성군,구지면,43010,"대구광역시 달성군 구지면 창리로11길 38, (구지면)",053-668-3418,,1987-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4136123,35.6587771,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz,달성군구지면징리보건진료소,73,보건진료소,230000,대구,230100,대구달성군,구지면,43006,"대구광역시 달성군 구지면 구지서로10길 46, (징리보건진료소)",053-617-2128,,1981-12-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3820086,35.6690043,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,달성군논공읍보건지소,72,보건지소,230000,대구,230100,대구달성군,논공읍,42968,"대구광역시 달성군 논공읍 비슬로 1779, (논공읍)",053-668-3412,,1994-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4199139,35.7743052,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,달성군다사읍보건지소,72,보건지소,230000,대구,230100,대구달성군,다사읍,42916,"대구광역시 달성군 다사읍 매곡로 7, (다사읍사무소)",053-668-3413,,1987-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4539279,35.8618434,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,달성군보건소,71,보건소,230000,대구,230100,대구달성군,현풍읍,43004,"대구광역시 달성군 현풍읍 현풍중앙로 27, (현풍읍)",053-668-3103,http://health.dalseong.daegu.kr/,1963-11-01 00:00:00,6,3,0,0,0,2,0,0,0,0,0,0,1,0,128.4462105,35.6920062,03,공립,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,달성군옥포면반송보건진료소,73,보건진료소,230000,대구,230100,대구달성군,옥포읍,42977,"대구광역시 달성군 옥포면 용연사길 11, (반송보건진료소)",053-616-5778,,1982-10-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4951644,35.7558864,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,달성군옥포읍보건지소,72,보건지소,230000,대구,230100,대구달성군,옥포면,42972,"대구광역시 달성군 옥포면 비슬로458길 6-2, 6",053-668-3830,,1987-01-01 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.4712327,35.7895312,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz,달성군유가면음리보건진료소,73,보건진료소,230000,대구,230100,대구달성군,유가읍,42990,"대구광역시 달성군 유가면 음동1길 9, (음리보건진료소)",053-614-2757,,1981-12-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4828195,35.6975614,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,달성군유가면한정보건진료소,73,보건진료소,230000,대구,230100,대구달성군,유가읍,42992,"대구광역시 달성군 유가면 달창로26길 17, 17",053-668-3147,,1983-10-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4595047,35.6449535,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,달성군하빈면무등보건진료소,73,보건진료소,230000,대구,230100,대구달성군,하빈면,42901,"대구광역시 달성군 하빈면 하빈로 734, 734",053-581-1005,,1984-10-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4620721,35.9233284,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,달성군하빈면보건지소,72,보건지소,230000,대구,230100,대구달성군,하빈면,42902,"대구광역시 달성군 하빈면 하빈로 423, 423",053-668-3415,,1994-01-10 00:00:00,2,0,0,0,1,0,0,0,0,1,0,0,0,0,128.4447958,35.9016813,03,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
